ID,mechanism,fold
KF629721.1_13007,antibiotic target replacement,2
KF629706.1_13057,antibiotic efflux,2
KF629704.1_13064,antibiotic target replacement,2
KF629688.1_13109,antibiotic inactivation,2
KF629683.1_13126,antibiotic target replacement,2
KF629672.1_13152,antibiotic target alteration,2
KF629658.1_13184,antibiotic target replacement,2
KF629642.1_13216,antibiotic target alteration,2
KF629642.1_13217,antibiotic target replacement,2
KF629639.1_13224,antibiotic target alteration,2
KF629637.1_13229,antibiotic target alteration,2
KF629636.1_13231,antibiotic target alteration,2
KF629618.1_13277,antibiotic target alteration,2
KF629616.1_13282,antibiotic target alteration,2
KF629613.1_13291,antibiotic target alteration,2
KF629608.1_13302,antibiotic target alteration,2
KF629607.1_13306,antibiotic inactivation,2
KF629607.1_13307,antibiotic inactivation,2
KF629597.1_13329,antibiotic target alteration,2
KF629594.1_13341,antibiotic efflux,2
KF629594.1_13343,antibiotic inactivation,2
KF629584.1_13367,antibiotic target replacement,2
KF629579.1_13375,antibiotic target alteration,2
KF629575.1_13384,antibiotic target alteration,2
KF629568.1_13410,antibiotic target alteration,2
KF629561.1_13425,antibiotic target alteration,2
KF629559.1_13431,antibiotic target alteration,2
KF629555.1_13452,antibiotic efflux,2
KF629554.1_13453,antibiotic target alteration,2
KF629546.1_13476,antibiotic target alteration,2
KF629538.1_13495,antibiotic efflux,2
KF629536.1_13499,antibiotic target replacement,2
KF629532.1_13512,antibiotic target alteration,2
KF629531.1_13515,antibiotic target replacement,2
KF629531.1_13516,antibiotic target alteration,2
KF629527.1_13526,antibiotic efflux,2
KF629519.1_13552,antibiotic target alteration,2
KF629499.1_13614,antibiotic target alteration,2
KF629492.1_13631,antibiotic target alteration,2
KF629474.1_13686,antibiotic efflux,2
KF629470.1_13697,antibiotic target alteration,2
KF629457.1_13726,antibiotic target replacement,2
KF629455.1_13730,antibiotic target alteration,2
KF629451.1_13744,antibiotic target alteration,2
KF629448.1_13751,antibiotic target replacement,2
KF629448.1_13752,antibiotic target alteration,2
KF629430.1_13796,antibiotic target alteration,2
KF629428.1_13803,antibiotic inactivation,2
KF629420.1_13827,antibiotic target alteration,2
KF629414.1_13840,antibiotic target alteration,2
KF629406.1_13866,antibiotic target alteration,2
KF629405.1_13868,antibiotic target alteration,2
KF629399.1_13887,antibiotic target protection,2
KF629394.1_13900,antibiotic target alteration,2
KF629394.1_13903,antibiotic inactivation,2
KF629391.1_13908,antibiotic target alteration,2
KF629386.1_13922,antibiotic target alteration,2
KF629380.1_13937,antibiotic target alteration,2
KF629369.1_13966,antibiotic target alteration,2
KF629367.1_13976,antibiotic target alteration,2
KF629349.1_14031,antibiotic target alteration,2
KF629348.1_14035,antibiotic target replacement,2
KF629333.1_14085,antibiotic target alteration,2
KF629331.1_14092,antibiotic inactivation,2
KF629330.1_14096,antibiotic efflux,2
KF629329.1_14099,antibiotic target replacement,2
KF629325.1_14113,antibiotic efflux,2
KF629322.1_14121,antibiotic target alteration,2
KF629309.1_14153,antibiotic efflux,2
KF629305.1_14167,antibiotic target replacement,2
KF629299.1_14183,antibiotic target alteration,2
KF629295.1_14194,antibiotic target protection,2
KF629294.1_14195,antibiotic target alteration,2
KF629292.1_14201,antibiotic target alteration,2
KF629275.1_14244,antibiotic target alteration,2
KF629270.1_14259,antibiotic target replacement,2
KF629263.1_14275,antibiotic target alteration,2
KF629259.1_14285,antibiotic target alteration,2
KF629251.1_14308,antibiotic target alteration,2
KF629244.1_14326,antibiotic inactivation,2
KF629239.1_14336,antibiotic target replacement,2
KF629238.1_14339,antibiotic target alteration,2
KF629236.1_14346,antibiotic target replacement,2
KF629234.1_14350,antibiotic target alteration,2
KF629231.1_14356,antibiotic target replacement,2
KF629230.1_14360,antibiotic target replacement,2
KF629227.1_14366,antibiotic target alteration,2
KF629227.1_14367,antibiotic target alteration,2
KF629225.1_14371,antibiotic target replacement,2
KF629220.1_14385,antibiotic target alteration,2
KF629218.1_14389,antibiotic target alteration,2
KF629210.1_14411,antibiotic target alteration,2
KF629203.1_14431,antibiotic efflux,2
KF629202.1_14433,antibiotic target replacement,2
KF629196.1_14448,antibiotic target alteration,2
KF629129.1_14628,antibiotic efflux,2
KF629105.1_14675,antibiotic target alteration,2
KF629104.1_14679,antibiotic inactivation,2
KF629092.1_14713,antibiotic target alteration,2
KF629090.1_14722,antibiotic target alteration,2
KF629085.1_14738,antibiotic target replacement,2
KF629082.1_14744,antibiotic target alteration,2
KF629082.1_14745,antibiotic target replacement,2
KF629077.1_14759,antibiotic inactivation,2
KF629075.1_14763,antibiotic target alteration,2
KF629072.1_14769,antibiotic target replacement,2
KF629064.1_14788,antibiotic target alteration,2
KF629060.1_14794,antibiotic target replacement,2
KF629057.1_14806,antibiotic target alteration,2
KF629056.1_14809,antibiotic target alteration,2
KF629048.1_14828,antibiotic inactivation,2
KF629025.1_14888,antibiotic target alteration,2
KF629017.1_14910,antibiotic target protection,2
KF629016.1_14913,antibiotic target alteration,2
KF629014.1_14924,antibiotic inactivation,2
KF629011.1_14936,antibiotic target protection,2
KF629008.1_14945,antibiotic inactivation,2
KF629007.1_14947,antibiotic inactivation,2
KF629001.1_14964,antibiotic target alteration,2
KF628986.1_15008,antibiotic target alteration,2
KF628978.1_15026,antibiotic target alteration,2
KF628976.1_15031,antibiotic target protection,2
KF628970.1_15044,antibiotic target alteration,2
KF628962.1_15062,antibiotic target replacement,2
KF628958.1_15078,antibiotic target alteration,2
KF628945.1_15108,antibiotic efflux,2
KF628944.1_15111,antibiotic target replacement,2
KF628936.1_15125,antibiotic target alteration,2
KF628932.1_15134,antibiotic target alteration,2
KF628927.1_15149,antibiotic target alteration,2
KF628918.1_15177,antibiotic efflux,2
KF628914.1_15184,antibiotic efflux,2
KF628909.1_15196,antibiotic target alteration,2
KF628902.1_15210,antibiotic target alteration,2
KF628885.1_15254,antibiotic target alteration,2
KF628869.1_15291,antibiotic target replacement,2
KF628862.1_15307,antibiotic target replacement,2
KF628856.1_15324,antibiotic target protection,2
KF628855.1_15327,antibiotic target protection,2
KF628827.1_15401,antibiotic target alteration,2
KF628825.1_15406,antibiotic target alteration,2
KF628818.1_15425,antibiotic target alteration,2
KF628817.1_15426,antibiotic inactivation,2
KF628814.1_15436,antibiotic target alteration,2
KF628803.1_15460,antibiotic target alteration,2
KF628790.1_15494,antibiotic inactivation,2
KF628783.1_15511,antibiotic target replacement,2
KF628777.1_15527,antibiotic target alteration,2
KF628775.1_15535,antibiotic efflux,2
KF628774.1_15539,antibiotic target replacement,2
KF628772.1_15541,antibiotic inactivation,2
KF628770.1_15544,antibiotic target alteration,2
KF628762.1_15559,antibiotic target replacement,2
KF628756.1_15582,antibiotic inactivation,2
KF628743.1_15618,antibiotic target protection,2
KF628734.1_15648,antibiotic target protection,2
KF628725.1_15666,antibiotic target replacement,2
KF628718.1_15685,antibiotic target alteration,2
KF628704.1_15712,antibiotic target protection,2
KF628703.1_15714,antibiotic target replacement,2
KF628695.1_15736,antibiotic efflux,2
KF628693.1_15749,antibiotic target replacement,2
KF628675.1_15803,antibiotic target alteration,2
KF628663.1_15835,antibiotic target alteration,2
KF628650.1_15872,antibiotic target replacement,2
KF628639.1_15904,antibiotic target replacement,2
KF628635.1_15911,antibiotic target protection,2
KF628635.1_15912,antibiotic target alteration,2
KF628621.1_15954,antibiotic target alteration,2
KF628618.1_15959,antibiotic target replacement,2
KF628615.1_15968,antibiotic target alteration,2
KF628610.1_15980,antibiotic target alteration,2
KF628607.1_15988,antibiotic target alteration,2
KF628595.1,antibiotic inactivation,2
KF628593.1_16023,antibiotic target alteration,2
KF628588.1_16040,antibiotic inactivation,2
KF628583.1_16053,antibiotic target alteration,2
KF628562.1_16094,antibiotic target replacement,2
KF628561.1_16095,antibiotic target alteration,2
KF628554.1_16113,antibiotic inactivation,2
KF628548.1_16128,antibiotic inactivation,2
KF628544.1_16139,antibiotic target alteration,2
KF628539.1_16152,antibiotic target replacement,2
KF628530.1_16173,antibiotic target replacement,2
KF628527.1_16181,antibiotic target replacement,2
KF628524.1_16189,antibiotic target alteration,2
KF628523.1_16191,antibiotic target alteration,2
KF628513.1_16220,antibiotic target alteration,2
KF628508.1_16238,antibiotic target protection,2
KF628502.1_16254,antibiotic target alteration,2
KF628499.1_16263,antibiotic inactivation,2
KF628497.1_16270,antibiotic target alteration,2
KF628483.1_16308,antibiotic target replacement,2
KF628481.1_16316,antibiotic target alteration,2
KF628479.1_16319,antibiotic inactivation,2
KF628479.1_16321,antibiotic inactivation,2
KF628478.1_16324,antibiotic target alteration,2
KF628473.1_16338,antibiotic target replacement,2
KF628471.1_16342,antibiotic target alteration,2
KF628464.1_16358,antibiotic target alteration,2
KF628448.1_16400,antibiotic efflux,2
KF628444.1_16411,antibiotic target replacement,2
KF628443.1_16413,antibiotic inactivation,2
KF628442.1_16415,antibiotic target alteration,2
KF628441.1_16418,antibiotic target alteration,2
KF628436.1_16429,antibiotic target alteration,2
KF628425.1_16451,antibiotic target alteration,2
KF628391.1_16531,antibiotic target alteration,2
KF628378.1_16559,antibiotic target alteration,2
KF628373.1_16575,antibiotic target alteration,2
KF628363.1_16602,antibiotic inactivation,2
KF628362.1_16608,antibiotic target replacement,2
KF628361.1_16611,antibiotic target replacement,2
KF628354.1_16630,antibiotic target alteration,2
KF628343.1_16659,antibiotic target alteration,2
KF628341.1_16663,antibiotic target alteration,2
KF628340.1_16667,antibiotic target replacement,2
KF628339.1_16672,antibiotic target protection,2
KF628328.1_16695,antibiotic target replacement,2
KF628317.1_16724,antibiotic target alteration,2
KF628314.1_16732,antibiotic target protection,2
KF628313.1_16737,antibiotic target alteration,2
KF628310.1_16743,antibiotic target alteration,2
KF628308.1_16749,antibiotic target replacement,2
KF628306.1_16752,antibiotic target alteration,2
KF628300.1_16770,antibiotic target replacement,2
KF628298.1_16778,antibiotic target alteration,2
KF628289.1_16802,antibiotic target alteration,2
KF628286.1_16811,antibiotic target alteration,2
KF628282.1_16823,antibiotic target alteration,2
KF628281.1,antibiotic inactivation,2
KF628276.1_16843,antibiotic target alteration,2
KF628272.1_16853,antibiotic target alteration,2
KF628266.1_16865,antibiotic inactivation,2
KF628266.1_16866,antibiotic inactivation,2
KF628240.1_16922,antibiotic target alteration,2
KF628224.1_16964,antibiotic efflux,2
KF628221.1_16979,antibiotic target replacement,2
KF628220.1_16983,antibiotic target replacement,2
KF628216.1_16995,antibiotic target alteration,2
KF628208.1_17021,antibiotic target replacement,2
KF628206.1_17025,antibiotic target alteration,2
KF628203.1_17033,antibiotic target replacement,2
KF628198.1_17046,antibiotic target alteration,2
KF628195.1_17054,antibiotic target alteration,2
KF628192.1_17062,antibiotic target replacement,2
KF628177.1_17102,antibiotic target replacement,2
KF628172.1_17118,antibiotic target alteration,2
KF628169.1_17128,antibiotic target alteration,2
KF628161.1_17150,antibiotic target alteration,2
KF628151.1_17178,antibiotic efflux,2
KF628146.1_17193,antibiotic target alteration,2
KF628143.1_17198,antibiotic target alteration,2
KF628140.1_17204,antibiotic target alteration,2
KF628127.1_17240,antibiotic inactivation,2
KF628108.1_17291,antibiotic target replacement,2
KF628101.1_17304,antibiotic target replacement,2
KF628096.1_17319,antibiotic target alteration,2
KF628095.1_17320,antibiotic target alteration,2
KF628089.1_17334,antibiotic target alteration,2
KF628083.1_17350,antibiotic target alteration,2
KF628070.1_17385,antibiotic inactivation,2
KF628063.1_17406,antibiotic target alteration,2
KF628062.1_17408,antibiotic target alteration,2
KF628059.1_17417,antibiotic target alteration,2
KF628055.1_17425,antibiotic target replacement,2
KF628055.1_17426,antibiotic target replacement,2
KF628048.1_17444,antibiotic target alteration,2
KF628043.1_17455,antibiotic target replacement,2
KF628040.1_17460,antibiotic target replacement,2
KF628028.1_17483,antibiotic inactivation,2
KF628011.1_17531,antibiotic target alteration,2
KF628004.1_17549,antibiotic target alteration,2
KF627997.1_17570,antibiotic efflux,2
KF627995.1_17575,antibiotic target alteration,2
KF627983.1_17610,antibiotic target alteration,2
KF627974.1_17635,antibiotic target alteration,2
KF627973.1_17637,antibiotic target alteration,2
KF627972.1_17642,antibiotic target alteration,2
KF627969.1_17650,antibiotic efflux,2
KF627967.1_17656,antibiotic target alteration,2
KF627943.1_17717,antibiotic target protection,2
KF627937.1_17732,antibiotic target alteration,2
KF627930.1_17755,antibiotic inactivation,2
KF627923.1_17770,antibiotic inactivation,2
KF627914.1_17793,antibiotic target alteration,2
KF627913.1_17797,antibiotic target alteration,2
KF627902.1_17828,antibiotic inactivation,2
KF627895.1_17841,antibiotic target alteration,2
KF627894.1_17846,antibiotic target alteration,2
KF627893.1_17849,antibiotic efflux,2
KF627889.1_17855,antibiotic target alteration,2
KF627887.1_17860,antibiotic target alteration,2
KF627882.1_17869,antibiotic target replacement,2
KF627879.1_17881,antibiotic target alteration,2
KF627874.1_17889,antibiotic target alteration,2
KF627871.1_17896,antibiotic target alteration,2
KF627870.1_17901,antibiotic target alteration,2
KF627867.1_17906,antibiotic target alteration,2
KF627859.1_17924,antibiotic target alteration,2
KF627857.1_17930,antibiotic inactivation,2
KF627845.1_17965,antibiotic target alteration,2
KF627841.1_17975,antibiotic inactivation,2
KF627838.1_17981,antibiotic target replacement,2
KF627815.1_18039,antibiotic target replacement,2
KF627795.1_18092,antibiotic target replacement,2
KF627793.1_18098,antibiotic target alteration,2
KF627786.1_18109,antibiotic target replacement,2
KF627785.1_18113,antibiotic target alteration,2
KF627785.1_18119,antibiotic target alteration,2
KF627785.1_18120,antibiotic target replacement,2
KF627782.1_18131,antibiotic target alteration,2
KF627779.1_18143,antibiotic target alteration,2
KF627774.1_18159,antibiotic target alteration,2
KF627747.1_18216,antibiotic target alteration,2
KF627741.1_18234,antibiotic target alteration,2
KF627733.1_18262,antibiotic target alteration,2
KF627729.1_18277,antibiotic target protection,2
KF627726.1_18284,antibiotic target replacement,2
KF627725.1_18286,antibiotic target replacement,2
KF627722.1_18294,antibiotic target replacement,2
KF627721.1_18300,antibiotic target alteration,2
KF627712.1_18324,antibiotic target replacement,2
KF627696.1_18364,antibiotic target alteration,2
KF627688.1_18388,antibiotic target replacement,2
KF627683.1_18400,antibiotic target replacement,2
KF627681.1_18405,antibiotic target alteration,2
KF627679.1_18407,antibiotic target alteration,2
KF627676.1_18421,antibiotic target alteration,2
KF627674.1_18424,antibiotic target replacement,2
KF627663.1_18448,antibiotic target replacement,2
KF627662.1_18451,antibiotic inactivation,2
KF627655.1_18473,antibiotic target alteration,2
KF627651.1_18484,antibiotic inactivation,2
KF627622.1_18569,antibiotic target replacement,2
KF627617.1_18582,antibiotic target replacement,2
KF627610.1_18604,antibiotic target replacement,2
KF627605.1_18617,antibiotic target alteration,2
KF627601.1_18629,antibiotic target alteration,2
KF627590.1_18659,antibiotic target alteration,2
KF627586.1_18666,antibiotic target alteration,2
KF627575.1_18692,antibiotic inactivation,2
KF627549.1_18775,antibiotic target replacement,2
KF627545.1_18790,antibiotic target alteration,2
KF627539.1_18806,antibiotic target alteration,2
KF627538.1_18811,antibiotic target alteration,2
KF627536.1_18816,antibiotic target replacement,2
KF627530.1_18829,antibiotic target replacement,2
KF627529.1_18831,antibiotic efflux,2
KF627525.1_18838,antibiotic target alteration,2
KF627522.1_18854,antibiotic target alteration,2
KF627518.1_18863,antibiotic target replacement,2
KF627515.1_18877,antibiotic target alteration,2
KF627513.1_18882,antibiotic target replacement,2
KF627506.1_18899,antibiotic target alteration,2
KF627501.1_18913,antibiotic target alteration,2
KF627498.1_18920,antibiotic inactivation,2
KF627497.1_18924,antibiotic target alteration,2
KF627489.1_18948,antibiotic target replacement,2
KF627486.1_18956,antibiotic target replacement,2
KF627483.1_18966,antibiotic target replacement,2
KF627458.1_19038,antibiotic target replacement,2
KF627433.1_19112,antibiotic target alteration,2
KF627423.1_19134,antibiotic target alteration,2
KF627417.1_19146,antibiotic target alteration,2
KF627398.1_19196,antibiotic target alteration,2
KF627394.1_19204,antibiotic target replacement,2
KF627384.1_19240,antibiotic target alteration,2
KF627366.1_19289,antibiotic target alteration,2
KF627348.1_19353,antibiotic target alteration,2
KF627330.1_19401,antibiotic target alteration,2
KF627327.1_19407,antibiotic inactivation,2
KF627323.1_19422,antibiotic target alteration,2
KF627314.1_19452,antibiotic inactivation,2
KF627309.1_19466,antibiotic target replacement,2
KF627306.1_19474,antibiotic target alteration,2
KF627300.1_19494,antibiotic target replacement,2
KF627294.1_19507,antibiotic target alteration,2
KF627293.1_19512,antibiotic target replacement,2
KF627289.1_19520,antibiotic target alteration,2
KF627286.1_19530,antibiotic efflux,2
KF627262.1_19591,antibiotic target replacement,2
KF627259.1_19599,antibiotic inactivation,2
KF627254.1_19608,antibiotic target alteration,2
KF627244.1_19638,antibiotic inactivation,2
KF627244.1_19639,antibiotic inactivation,2
KF627239.1_19653,antibiotic target alteration,2
KF627236.1_19663,antibiotic target replacement,2
KF627235.1_19664,antibiotic target replacement,2
KF627230.1_19676,antibiotic target alteration,2
KF627207.1_19734,antibiotic target replacement,2
KF627203.1_19743,antibiotic target replacement,2
KF627199.1_19754,antibiotic target replacement,2
KF627197.1_19758,antibiotic target alteration,2
KF627196.1_19760,antibiotic inactivation,2
KF627190.1_19773,antibiotic inactivation,2
KF627184.1_19794,antibiotic target protection,2
KF627183.1_19797,antibiotic efflux,2
KF627179.1_19809,antibiotic target replacement,2
KF627174.1_19826,antibiotic target alteration,2
KF627168.1_19844,antibiotic target alteration,2
KF627166.1_19851,antibiotic target alteration,2
KF627165.1_19854,antibiotic target replacement,2
KF627165.1_19855,antibiotic target alteration,2
KF627149.1_19898,antibiotic target alteration,2
KF627145.1_19910,antibiotic target alteration,2
KF627143.1_19913,antibiotic target alteration,2
KF627134.1_19937,antibiotic inactivation,2
KF627130.1_19946,antibiotic target replacement,2
KF627118.1_19977,antibiotic target alteration,2
KF627100.1_20026,antibiotic target replacement,2
KF627093.1_20043,antibiotic target replacement,2
KF627089.1_20056,antibiotic target alteration,2
KF627083.1_20070,antibiotic target alteration,2
KF627073.1_20099,antibiotic target alteration,2
KF627070.1_20106,antibiotic target replacement,2
KF627057.1_20137,antibiotic target alteration,2
KF627051.1_20150,antibiotic target alteration,2
KF627044.1_20170,antibiotic inactivation,2
KF627034.1_20200,antibiotic efflux,2
KF627031.1_20205,antibiotic efflux,2
KF627019.1_20239,antibiotic target replacement,2
KF627015.1_20246,antibiotic target replacement,2
KF627009.1_20257,antibiotic target replacement,2
KF626994.1_20284,antibiotic target alteration,2
KF626993.1_20286,antibiotic inactivation,2
KF626971.1_20345,antibiotic inactivation,2
KF626970.1_20347,antibiotic inactivation,2
KF626969.1_20350,antibiotic target alteration,2
KF626968.1_20355,antibiotic target alteration,2
KF626965.1_20361,antibiotic inactivation,2
KF626955.1_20389,antibiotic target alteration,2
KF626951.1_20402,antibiotic target alteration,2
KF626949.1_20405,antibiotic target alteration,2
KF626947.1_20409,antibiotic target replacement,2
KF626945.1_20412,antibiotic target alteration,2
KF626925.1_20465,antibiotic target replacement,2
KF626903.1_20519,antibiotic target replacement,2
KF626900.1_20525,antibiotic target replacement,2
KF626898.1_20531,antibiotic target alteration,2
KF626892.1_20549,antibiotic target replacement,2
KF626881.1_20574,antibiotic target replacement,2
KF626880.1_20577,antibiotic target replacement,2
KF626878.1_20584,antibiotic target alteration,2
KF626871.1_20598,antibiotic target replacement,2
KF626862.1_20625,antibiotic target alteration,2
KF626860.1_20631,antibiotic inactivation,2
KF626860.1_20634,antibiotic inactivation,2
KF626858.1_20641,antibiotic target replacement,2
KF626852.1_20655,antibiotic target replacement,2
KF626844.1_20675,antibiotic target alteration,2
KF626840.1_20687,antibiotic target alteration,2
KF626835.1_20702,antibiotic target replacement,2
KF626807.1_20771,antibiotic target protection,2
KF626803.1_20782,antibiotic target replacement,2
KF626795.1_20800,antibiotic target alteration,2
KF626793.1_20804,antibiotic target replacement,2
KF626789.1_20813,antibiotic target alteration,2
KF626780.1_20837,antibiotic target replacement,2
KF626773.1_20856,antibiotic target alteration,2
KF626772.1_20860,antibiotic target alteration,2
KF626770.1_20866,antibiotic efflux,2
KF626756.1_20895,antibiotic inactivation,2
KF626701.1_20996,antibiotic efflux,2
KF626691.1_21018,antibiotic efflux,2
KF626679.1_21033,antibiotic efflux,2
KF626674.1_21043,antibiotic target alteration,2
KF626670.1_21050,antibiotic target alteration,2
CAA38525,antibiotic inactivation,2
AAL82588,antibiotic inactivation,2
ABL71428,antibiotic inactivation,2
ABR10839,antibiotic inactivation,2
AAA25680,antibiotic inactivation,2
BAD12078,antibiotic inactivation,2
BAD14386,antibiotic inactivation,2
AAA69747.1,antibiotic inactivation,2
AAC41391,antibiotic inactivation,2
AAB63533,antibiotic inactivation,2
CAA91010,antibiotic inactivation,2
AAD03491,antibiotic inactivation,2
AAL10408,antibiotic inactivation,2
ACK43806,antibiotic inactivation,2
AAA16527.1,antibiotic inactivation,2
AAK62560,antibiotic inactivation,2
CAA62365,antibiotic inactivation,2
AAG11411,antibiotic inactivation,2
CAA24743.1,antibiotic inactivation,2
AAP50754,antibiotic target alteration,2
BAU61743,antibiotic target alteration,2
BAD12551,antibiotic target alteration,2
ADW66527,antibiotic target alteration,2
AFJ11385,antibiotic target alteration,2
X57709,antibiotic inactivation,2
AKP24022.1,antibiotic inactivation,2
AFC91828,antibiotic target alteration,2
AFG41385,antibiotic target replacement,2
AFQ67211,antibiotic inactivation,2
AAC45086,antibiotic inactivation,2
CAJ28994,antibiotic inactivation,2
AEI70575,antibiotic inactivation,2
AKS43590,antibiotic inactivation,2
AAC09015,antibiotic inactivation,2
CAJ19601,antibiotic inactivation,2
CAJ19602,antibiotic inactivation,2
CAJ19608,antibiotic inactivation,2
ACL68095,antibiotic inactivation,2
ACN65418,antibiotic inactivation,2
CAG25813,antibiotic inactivation,2
AAS13468,antibiotic inactivation,2
CAJ19618,antibiotic inactivation,2
AAV80715,antibiotic inactivation,2
CAP12357,antibiotic inactivation,2
CAP12358,antibiotic inactivation,2
AFD53816,antibiotic inactivation,2
AGU91756,antibiotic inactivation,2
AAO84036,antibiotic inactivation,2
ACS44784,antibiotic inactivation,2
ADM26831,antibiotic inactivation,2
ABW05394,antibiotic inactivation,2
BAA23130,antibiotic inactivation,2
ADO51656,antibiotic inactivation,2
ADW20349,antibiotic inactivation,2
ACN22483,antibiotic inactivation,2
AFE02728.1,antibiotic inactivation,2
AEN02506,antibiotic inactivation,2
ACM91559,antibiotic inactivation,2
AGJ01154,antibiotic inactivation,2
BAF91108,antibiotic inactivation,2
CAP72547,antibiotic inactivation,2
ABO21414,antibiotic inactivation,2
ADK25051,antibiotic inactivation,2
ADK38716,antibiotic inactivation,2
BAL45798,antibiotic inactivation,2
AAT48071,antibiotic inactivation,2
ADI49236,antibiotic inactivation,2
BAB72072,antibiotic inactivation,2
AAT49070,antibiotic inactivation,2
BAD89802,antibiotic inactivation,2
ABY60377,antibiotic inactivation,2
ADT63777,antibiotic inactivation,2
AFO59566,antibiotic inactivation,2
BAM98935,antibiotic inactivation,2
BAM98942,antibiotic inactivation,2
AIS19858,antibiotic inactivation,2
AAL26996,antibiotic inactivation,2
CAD60968,antibiotic inactivation,2
AAF89152,antibiotic inactivation,2
AAF89148,antibiotic inactivation,2
AAF89153,antibiotic inactivation,2
ADC91899.1,antibiotic inactivation,2
AEK78851,antibiotic inactivation,2
CAB61635,antibiotic inactivation,2
ADQ00385,antibiotic inactivation,2
ALE30770,antibiotic inactivation,2
CAA90890,antibiotic inactivation,2
BAL40892,antibiotic inactivation,2
BAL40894,antibiotic inactivation,2
AAR06587,antibiotic inactivation,2
AAF23817,antibiotic inactivation,2
BAA23131,antibiotic inactivation,2
CAA79967,antibiotic inactivation,2
ABS29619,antibiotic inactivation,2
AAA22904,antibiotic inactivation,2
AAO83986,antibiotic inactivation,2
ADB27941,antibiotic inactivation,2
AAG44836,antibiotic inactivation,2
AAL57765,antibiotic inactivation,2
AAP69913,antibiotic inactivation,2
AAP69914,antibiotic inactivation,2
CAA71322,antibiotic inactivation,2
CAA73933,antibiotic inactivation,2
AAD45935,antibiotic inactivation,2
CAB92324,antibiotic inactivation,2
AAL03985,antibiotic inactivation,2
AAN05028,antibiotic inactivation,2
AAF05614,antibiotic inactivation,2
AAL29433,antibiotic inactivation,2
CAC43230,antibiotic inactivation,2
CAC85660,antibiotic inactivation,2
CAC85661,antibiotic inactivation,2
AAK33121,antibiotic inactivation,2
AAM61953,antibiotic inactivation,2
AAN05027,antibiotic inactivation,2
AAL77062,antibiotic inactivation,2
AAN05026,antibiotic inactivation,2
AAO85882,antibiotic inactivation,2
AAQ75087,antibiotic inactivation,2
AAR21068,antibiotic inactivation,2
AAW47922,antibiotic inactivation,2
ABI74448,antibiotic inactivation,2
ABG77582,antibiotic inactivation,2
ACP18864,antibiotic inactivation,2
ADA79631,antibiotic inactivation,2
CBJ06718,antibiotic inactivation,2
AEL79515,antibiotic inactivation,2
AFC75524,antibiotic inactivation,2
BAL68178,antibiotic inactivation,2
AHA58207,antibiotic inactivation,2
AJO16044,antibiotic inactivation,2
AJO16045,antibiotic inactivation,2
CDN33426,antibiotic inactivation,2
AIW68620,antibiotic inactivation,2
CAB36900,antibiotic inactivation,2
AAM90334,antibiotic inactivation,2
CAD88477,antibiotic inactivation,2
AAU95778,antibiotic inactivation,2
AAX58682,antibiotic inactivation,2
AAZ66866,antibiotic inactivation,2
ABB72431,antibiotic inactivation,2
ABN69070,antibiotic inactivation,2
ACA30420,antibiotic inactivation,2
BAF56185,antibiotic inactivation,2
ACA97847,antibiotic inactivation,2
ABY58049,antibiotic inactivation,2
BAF95726,antibiotic inactivation,2
ADH82410,antibiotic inactivation,2
ADT91162,antibiotic inactivation,2
AEM97673,antibiotic inactivation,2
AEZ49852,antibiotic inactivation,2
AFK08538,antibiotic inactivation,2
AFK73449,antibiotic inactivation,2
AFK73452,antibiotic inactivation,2
AFU25638,antibiotic inactivation,2
AGC54799,antibiotic inactivation,2
AGR82311,antibiotic inactivation,2
AHL39330,antibiotic inactivation,2
AIT76098,antibiotic inactivation,2
AAA87176,antibiotic inactivation,2
ACO07068,antibiotic inactivation,2
AAK69828,antibiotic inactivation,2
AAN04884,antibiotic inactivation,2
AAV66328,antibiotic inactivation,2
ABY56290,antibiotic inactivation,2
ABA06589,antibiotic inactivation,2
CAJ47129,antibiotic inactivation,2
CAJ47134,antibiotic inactivation,2
ABC58727,antibiotic inactivation,2
ABS72342,antibiotic inactivation,2
BAI94487,antibiotic inactivation,2
ADR66517,antibiotic inactivation,2
AEI83430,antibiotic inactivation,2
AFC60795,antibiotic inactivation,2
AFQ32277,antibiotic inactivation,2
AFQ23967,antibiotic inactivation,2
AFW16978,antibiotic inactivation,2
AHA80958,antibiotic inactivation,2
AHA80963,antibiotic inactivation,2
AJO16040,antibiotic inactivation,2
AJO16047,antibiotic inactivation,2
AKK23732,antibiotic inactivation,2
CAA82916,antibiotic inactivation,2
CAB42615,antibiotic inactivation,2
CAI43424,antibiotic inactivation,2
AFJ92668.1,antibiotic inactivation,2
CAA41211,antibiotic inactivation,2
CAA53242,antibiotic inactivation,2
CAA80304,antibiotic inactivation,2
AAB05874,antibiotic inactivation,2
ACJ05191,antibiotic inactivation,2
AAD12233,antibiotic inactivation,2
AAG35609,antibiotic inactivation,2
ACJ12495,antibiotic inactivation,2
AAK58418,antibiotic inactivation,2
AAG24866,antibiotic inactivation,2
CAJ40948,antibiotic inactivation,2
AAP43641.1,antibiotic inactivation,2
AAR03105,antibiotic inactivation,2
AAW81337,antibiotic inactivation,2
AAX51233,antibiotic inactivation,2
ACU00283,antibiotic inactivation,2
CAJ77817,antibiotic inactivation,2
CAP69660,antibiotic inactivation,2
ABY79006,antibiotic inactivation,2
ACI22666,antibiotic inactivation,2
